phases,average probability Tc>300K
Fe Tc Lu,0.7070580287000002
Fe Tc Ta,0.7070567154000006
Fe Er Pa,0.7070447075666666
Fe Er Np,0.7070292860333329
Fe Zr Hg,0.7070279057000001
Fe Xe Dy,0.707024577966667
Fe Sr Er,0.7070178307
Ti Fe Ir,0.7069926519333332
Fe Ta Pa,0.706979477866667
Fe Ga Yb,0.7069614747333329
Fe Yb Ta,0.7069530289000002
Fe Tm Pu,0.706949681633333
N Fe Eu,0.7069318728333337
Fe Ni Re,0.706919190733333
Si Fe Gd,0.7068990310666668
Fe Zr Pm,0.7068681054666667
Fe Pm Gd,0.7068672228666674
Fe Nd Os,0.7068535416999999
V Fe Pu,0.7068185802333328
Fe Ni Hf,0.7067970216666666
Fe Lu Hg,0.7067882899333333
Fe Sm Eu,0.7067550045000006
Fe Ho Pb,0.7067519756999997
Si Fe Tm,0.7067395495999999
Fe Co La,0.7067132629666665
Fe Pm Tm,0.7067077874000003
Fe Nb Th,0.706697118
Fe Ge Gd,0.7066797491666666
Fe W Th,0.7066552149666671
Fe Cu Y,0.7066419465666668
Ti Fe Eu,0.7066372157666665
Fe Y Cd,0.7066180113333332
Fe Kr Nd,0.7066176124666667
Fe Ge Zr,0.7066170877666663
Si Fe Ho,0.7066119318999998
Si V Fe,0.7066067173
Cr Fe Pu,0.7065926097666659
V Fe Hg,0.7065709883000004
Fe Ni Pb,0.7065672009333333
Fe Gd Hg,0.7065604789666662
Fe Ba Er,0.7065280814333339
Fe Er Yb,0.7065150787666661
Sc Fe Nd,0.706462939166667
Fe Xe Er,0.7064621342333337
Si Fe Pr,0.7064518462333333
Fe Tb Pb,0.7064211655333331
Fe Tc Gd,0.706417940133333
Fe Pr Pb,0.706409088733333
Fe Zr Pa,0.7064049268666667
Fe Yb Lu,0.706394787433333
Fe Ga Ba,0.7063418874000004
Fe Pr Pu,0.7063072313666668
V Fe Pm,0.7062963101333329
Fe Dy Ac,0.7062915675666668
Fe Ge Tm,0.7062809635666668
Fe Ho Pu,0.7062733377999995
Fe Zr Np,0.7062630817333335
Fe Ga Ac,0.7062619126999998
Fe Ba Dy,0.7062597487666676
Fe W Pb,0.7062568150333329
Fe Gd Np,0.7062536500999994
Fe Lu Pa,0.7062460136666668
Fe Xe Ta,0.7062404718000005
Fe Tm Hg,0.7062350196333337
Fe Tc Tm,0.7062148313000002
Fe Lu Np,0.7062041036666665
Fe Sr Lu,0.7061746398333333
Fe Gd Pa,0.7061297125000001
Fe Tc Pr,0.7061172389666668
Fe Tb Pu,0.7060772864
Fe Zr Xe,0.7060636068666667
Cr Fe Pm,0.7059808042333336
Sc Fe Ga,0.7058956885000002
Ti Fe Cu,0.7058934477000005
C Fe Th,0.7058872536000005
Fe Xe Lu,0.7058840567666665
V Fe Np,0.7058665522999994
V Fe Yb,0.7058636300333334
V Fe Pa,0.7058028211666666
Cr Fe Hg,0.705794218133333
Cr Fe Yb,0.7057859741999998
Fe Re Th,0.7057721174000002
Fe Ge Ho,0.705762425966667
Fe Dy Pt,0.7057609799666665
Cr Fe Np,0.7057550128666673
Fe Ga Pt,0.7057467825333334
Fe Tm Pa,0.7057216665333338
V Fe Xe,0.7057084870666669
Fe Ga Os,0.7057014988333336
Fe Tm Np,0.7056898509666667
Fe Pm Ho,0.7056757850000009
Fe Pr Pm,0.7056700415333332
Fe Y Ce,0.7056580975000001
Fe Gd Yb,0.7056300826666667
Si Fe W,0.7056056245666669
Fe Er Ac,0.7055947430666675
Fe Zr Yb,0.7055907946666667
C Si Fe,0.7055789110666669
Fe Ta Ac,0.7055404060000001
Fe Ge Pr,0.7055283234999996
Fe Dy Os,0.7055210280000003
Fe Ba Ta,0.7054874185666666
Fe Cd Nd,0.7054841648999997
Fe Pm Tb,0.7054787853666661
Cr Fe Pa,0.7054534040999999
Cr Fe Xe,0.7054453834999999
Fe Tc Tb,0.7054324162333336
Fe Ge Tb,0.7054182070999999
Fe Tc Ho,0.7053456942999997
Fe Ga Kr,0.7052986209333328
Si Fe Ni,0.7052852478666667
Fe Ge W,0.7052706863333333
Fe Y Ir,0.7052330398333333
Si Fe Tb,0.7052263709333331
Sc Cr Fe,0.7052249384333332
Fe Xe Gd,0.7051873467333332
Fe Y Eu,0.7051806827666667
Fe Pr Hg,0.7051768392999999
Cr Fe Sr,0.7051691381000005
Fe Er Pt,0.7051124121666671
N Fe Ir,0.7051016429000002
Fe Xe Tm,0.7051001856333335
Fe Hf Th,0.7050881957000001
Si Fe Nb,0.7050786927999994
Fe Ho Hg,0.7050370297000002
Fe Zr Ac,0.7050117557666662
Fe Er Os,0.7049725111999998
Fe Pr Pa,0.7049713373333334
Fe Lu Ac,0.7049624753666667
Fe Zr Ba,0.7049448642000001
Fe Sr Zr,0.7049303060333327
Fe Ba Lu,0.7049258248999998
Fe Ce Nd,0.7049132120999999
Fe Sr Ta,0.7048968653666667
Fe Sr Gd,0.7048946816333336
Fe Tm Yb,0.7048870521666669
Fe Tb Hg,0.7048847764333334
Fe Kr Dy,0.7048824494333334
Fe Pr Np,0.704866217433334
Fe Re Pb,0.7048340725333333
Fe Ta Os,0.7048205038666666
Fe Co Rh,0.7048137466999997
Fe Pm W,0.7047671623333338
Fe Tb Np,0.7047422488666669
Fe Gd Ac,0.7047309997666671
Fe Ho Np,0.7047192804666663
Fe Tb Pa,0.7047145453333327
Fe W Pu,0.7047003178000004
Fe Sr Ho,0.704696733766667
Fe Ho Pa,0.7046672971666667
Fe Nb Pb,0.7046654888666667
Fe Nd Ir,0.7046576084666673
Fe Sr Tm,0.7046554264000002
Fe Co Au,0.7046492491333333
Fe Co Tl,0.7046368421666664
Fe Zr Os,0.7046346038999998
V Fe Ba,0.7046281485999992
Sc Fe Dy,0.7046037017666664
Fe Cu Ga,0.7045689044333338
V Fe Sr,0.7045653709666666
Fe Cu Nd,0.7045644354666667
Fe W Hg,0.7045606018333331
Si Fe Re,0.7045583877666663
N Fe In,0.7045488563333325
C Fe Tc,0.7045445838000003
Fe Ba Ho,0.7045380052999998
Fe Xe Pr,0.7045353074333337
Ti Fe In,0.7045247330666669
Fe Cd Ta,0.7044862541333339
Fe Ta Pt,0.7044779461333333
Cr Fe Ge,0.7044714848333334
Fe Ba Pr,0.7044527579666665
Sc Fe Er,0.7044190533999999
Fe Ni Th,0.7043929210000002
Cr Fe Ba,0.7043684491000001
Fe Nb Pu,0.7043635325666668
Fe Ga Ce,0.7043469520333336
Fe Ga Cd,0.7043413423666668
Fe Nb Tc,0.7043241706666669
Li Fe Co,0.7043231755333337
Fe Co Cs,0.7043129657666669
Fe Zr Pt,0.7042971174333333
Fe Tm Ac,0.7042906315999993
V Fe Ac,0.7042695744333339
