phases,average probability Tc>10K
Mn N Sr,0.6144996727666665
Cu K O,0.6144306319
Cl N P,0.6144068286333334
Cs N Sr,0.6143331308666667
Cs Cu O,0.614322344966666
Li N P,0.6142508558666671
Ce Cl N,0.6141872763000004
Au Ca N,0.6141765090733337
Fe O Tm,0.6141008062999999
N Ni V,0.6138922193666667
Cu La O,0.6138505239666662
Bi Cu O,0.6136982662666669
Fe Se Si,0.6135729284333332
Ge N Na,0.6133661573000001
As Fe U,0.6133506463000001
Br N Zn,0.6132425041
I N Sr,0.6131561853333332
Li N Si,0.6131291778333329
Fe Na S,0.6130763288666664
Al Cu Fe,0.6129969684666666
C Nb Zn,0.6129671395666663
C V Y,0.6128790429666666
C Mo Zr,0.6128680996999998
Fe Tb V,0.6128525941333332
N Sc Zr,0.6126582677000003
Au Cu O,0.6123818650666671
Cs Fe Te,0.6121538532666665
Cr N Sn,0.6121218515999995
Cl N Sb,0.6121071616333339
Ga N Ti,0.6120946223
Fe Ho Se,0.6120200274666667
Ba Hf N,0.6119696070999997
Fe Y Zr,0.6119300498333323
Li N W,0.611873579133333
Al C V,0.6118670892000002
Ba N Zn,0.6115925137333337
Cr Cu O,0.6114888416666666
As Fe Ni,0.6113766028666666
Dy Fe Mo,0.6113364769333333
Br Cu O,0.6112092098999998
Ga Mn V,0.6111963742666667
Fe Ni Se,0.6111445350333331
Mg O V,0.6111405900899997
Cl Fe Tl,0.6111057428000003
Ga Li Mg,0.6110643364666661
Al C Mo,0.6109489867666668
Fe O W,0.6108062050833335
N Rb Zn,0.6106834543666665
F Fe Sr,0.6102710524666667
C Fe Sm,0.6101672207333337
Cl N W,0.6100416696333337
Fe Tm V,0.6099350406999997
Al Fe Y,0.6098234409333336
Ga N Nd,0.6098193220000002
Al Mg Mo,0.6096917896666667
Br Hf N,0.6096070503666666
Fe Mn Y,0.6095379135999995
C Fe Si,0.6094053845
Ga Nb Se,0.6093276004666671
Fe Sn Y,0.6091523484666669
Fe Mo Sm,0.6090910500333337
Li N O,0.6090331594666665
Cl Fe Te,0.6088761231666665
C Fe Yb,0.608833830353333
Au N Rb,0.6087805667500001
Fe Zn Zr,0.6087317757666666
F N Zr,0.6086208256266665
Dy Fe Ga,0.6085253260000004
H N Zn,0.6084147541666663
Fe Mo Nd,0.6082518231333334
Al B Mg,0.6081795996333333
Ba Cr N,0.6081682890000002
F Fe Zr,0.6079678597466669
B Ba N,0.6078869341333337
Fe Ga Yb,0.6077386721800002
Cu Fe Y,0.6077143339333334
N Rh Zr,0.6072108699533335
C Ce Fe,0.6071842116166664
C Fe Nd,0.6071600247333339
Br Fe Y,0.607124058366667
N O Zr,0.6071113136333333
Fe Se U,0.6070262704999997
Al Fe Zn,0.6069939004466672
Fe Ga Sm,0.6068869622999997
Ga Nb Zn,0.6068316385666666
C Fe Ge,0.60677540485
Ba N Pb,0.6067090928333331
Cr Ga Nb,0.6066757627333332
Fe Ga Nd,0.6065998946666666
Al F Fe,0.6062839834366669
N O Y,0.6061699530666664
Cu Ga Nb,0.606083034433333
C Mn Mo,0.6060727828333334
Fe Rb S,0.6060600416666669
F Fe Sn,0.6059747842466672
Fe Ga Si,0.605938185333333
Co N Zr,0.6058742164333336
Cl Fe S,0.6058710527166666
Li N Ti,0.6057999888666665
Ga Si V,0.6057694963333327
Li N S,0.6057289659333331
Cs Fe S,0.6056874991333333
Fe Mo U,0.6053648271666665
Ca N Tl,0.6053084700533329
B Ca N,0.6052932212666672
Cl N Nd,0.6052772515999997
C In Nb,0.6051735561999998
Ca N Zn,0.605033894266667
Cu N Ta,0.6050277427833337
Fe Mn Te,0.6047949520666668
Cu Nd O,0.6046489556000003
Au Ga Nb,0.6046193624333331
Fe Lu Mo,0.6045511492000001
Li N U,0.6045467814999997
K N O,0.6044272555833333
Fe Mo Pr,0.6043837659333335
C Ge Nb,0.6042631102666667
As C V,0.604145558133333
Cl N S,0.6040922681333336
Fe Te Zr,0.6038853368999999
C Dy Fe,0.6038730565533335
Hf I N,0.6035939810666667
Fe I Y,0.6031472552666663
Fe S Sn,0.6030914929666666
Al C Mg,0.6030889665666669
Ba N Ta,0.6030073198999992
Cl N Ti,0.6029438998666669
Cr Mn N,0.6028728327333329
Li N Re,0.6028699204666673
Fe Se Th,0.6028295643666669
C Cr Nb,0.6027657055000003
Ca Cr N,0.6027548188333334
Au Cs N,0.6026824514
Al Mg O,0.6026666674000003
Cl N U,0.6026036873666665
Mg Nb O,0.6025998989866667
Al B Fe,0.6024422317833332
As Fe Ti,0.6023927798333332
Br Hg N,0.6023744370333334
B Fe Zr,0.6022966183333334
Cu Fe S,0.6022173043000003
Al Hf N,0.6022142715000001
B Fe Mn,0.602033860353334
Cs N Zn,0.6019061745666666
Cu Fe Te,0.6018767981
Fe Sn Te,0.6018607013666665
Fe Ga Pr,0.6018589213666665
Cl N Re,0.6017685863
Cu Mn O,0.6016559089333341
H Mg V,0.6016354909333331
Fe Ho Mo,0.6015887193000004
N Re Zr,0.6015588395533331
Fe O Tb,0.6015259473733335
Fe Ga Ge,0.6013473436666668
C Fe Pr,0.6012441379533335
K Mg O,0.6011029198999999
N Ru Zr,0.6008486887333336
Cl Gd N,0.6006730172666667
